word,log_odds,valence,arousal,dominance
grunt,-0.14702202418386207,0.286,0.798,0.392
hideout,-1.6510994209601364,0.337,0.443,0.302
eventual,-0.5524871322920265,0.633,0.459,0.413
hairball,0.8338072288278641,0.37,0.302,0.315
falter,1.2392723369360286,0.421,0.65,0.346
pendant,0.14066004826791878,0.676,0.321,0.385
dramatic,0.18945021243735063,0.367,0.78,0.443
disappointment,0.08624247839720556,0.115,0.49,0.336
neighbor,0.33999295088841,0.657,0.448,0.434
wagon,0.9879579086551225,0.49,0.461,0.474
mocked,-0.17779368285061586,0.225,0.746,0.204
inconspicuous,-0.686018524916549,0.604,0.214,0.368
inclined,-0.24233220398818694,0.469,0.347,0.402
substation,0.14066004826791878,0.469,0.461,0.491
vacate,0.3638035995821285,0.357,0.49,0.397
detrimental,-0.08248350304629111,0.203,0.679,0.387
primed,0.14066004826791878,0.635,0.402,0.759
untested,0.8338072288278641,0.302,0.296,0.348
presidential,-0.26480505984024566,0.612,0.656,0.972
tantalizing,-0.3476927196460132,0.525,0.788,0.625
mention,-0.05016471179112355,0.562,0.365,0.562
recipient,0.14066004826791859,0.604,0.324,0.679
laundry,1.2392723369360286,0.644,0.292,0.377
dissertation,0.5461251563760832,0.312,0.575,0.575
frenzied,-0.26480505984024566,0.365,0.951,0.655
paucity,0.14066004826791878,0.153,0.453,0.175
intro,-0.7756306836062363,0.51,0.331,0.657
sohappy,0.8338072288278641,0.949,0.673,0.681
deft,-1.6510994209601364,0.719,0.575,0.849
contemplate,0.4283421207196997,0.74,0.347,0.642
flighty,-0.957952240400191,0.219,0.602,0.436
cowardly,-0.26480505984024566,0.102,0.385,0.127
specie,0.5461251563760832,0.583,0.471,0.65
fusion,-0.48363403297666335,0.635,0.561,0.741
chai,1.0749692856447521,0.5,0.375,0.363
terminology,-1.2456343128519718,0.612,0.284,0.566
orgasm,-1.083115383354197,0.844,0.863,0.676
roman,-0.5969388948628604,0.615,0.475,0.639
malfunction,-0.14702202418386207,0.125,0.577,0.229
evaluate,-0.19581218835329425,0.663,0.64,0.649
politeness,0.04968827006219207,0.875,0.353,0.618
carcass,2.2807262117641893,0.115,0.529,0.309
difficult,-0.05849181336641036,0.235,0.7,0.508
guide,-0.22706473185739862,0.688,0.315,0.62
numerous,-0.06613436504476167,0.622,0.462,0.609
cabbage,1.0587509606462215,0.398,0.225,0.264
deaf,-0.35181643682987535,0.186,0.324,0.161
haphazard,-0.3293435809778168,0.469,0.53,0.324
promotion,-0.4221253144287829,0.906,0.755,0.769
knack,-0.19581218835329425,0.562,0.518,0.82
desire,-0.1194167580919733,0.896,0.692,0.647
burnt,0.8517658092368915,0.082,0.713,0.356
disapprove,0.8338072288278641,0.16,0.594,0.445
revolution,-0.957952240400191,0.417,0.902,0.798
needful,0.14066004826791878,0.582,0.46,0.614
shaken,-0.08248350304629111,0.344,0.657,0.333
quaint,-0.8686843750518287,0.625,0.463,0.474
moo,4.143437416964529,0.438,0.355,0.3
terrified,0.2207027559414552,0.09,0.902,0.387
ambient,-0.9264535733408199,0.625,0.36,0.582
ambulance,-0.47837916013830467,0.5,0.75,0.609
armaments,-0.5524871322920265,0.192,0.839,0.83
greenwood,1.2392723369360286,0.531,0.382,0.491
perceptible,0.14066004826791878,0.71,0.46,0.62
cultivated,-0.5524871322920265,0.837,0.343,0.564
lacrosse,-0.5524871322920265,0.573,0.656,0.509
recognize,0.22372664696653222,0.76,0.315,0.6
blaster,1.2392723369360286,0.459,0.538,0.554
requirement,0.4508149765717584,0.51,0.439,0.728
doubts,-0.28219680255211493,0.306,0.448,0.305
ransom,0.5461251563760832,0.582,0.8,0.565
unequivocal,-0.5524871322920265,0.604,0.415,0.615
persist,-0.5524871322920265,0.765,0.644,0.727
staff,-0.3187516375109164,0.745,0.274,0.627
rhythmic,-1.2456343128519718,0.714,0.642,0.664
expertise,-0.9228609205889208,0.792,0.589,0.925
pensive,-0.5524871322920265,0.54,0.22,0.529
laughing,-0.649786043278826,0.906,0.596,0.534
excluded,0.04534986846359385,0.061,0.54,0.134
column,0.833807228827864,0.48,0.25,0.67
rebirth,0.14066004826791878,0.781,0.712,0.78
plasticity,-0.5524871322920265,0.542,0.471,0.402
humbled,-0.5524871322920265,0.28,0.618,0.198
enhancement,0.14066004826791878,0.877,0.49,0.741
vibes,-0.9908372152285821,0.635,0.688,0.574
plane,0.16732829535008015,0.51,0.356,0.386
map,0.32298160506187334,0.561,0.229,0.463
oblivious,-0.6012772964614586,0.229,0.388,0.355
explain,-0.2998086334135795,0.719,0.517,0.736
refrigerator,0.3698459140380912,0.677,0.26,0.391
chalk,-0.5875784521032967,0.385,0.185,0.121
chemistry,-0.14702202418386207,0.625,0.52,0.694
nippy,0.8338072288278641,0.54,0.5,0.416
bonding,-0.6702701679484101,0.594,0.442,0.509
film,0.34133074373007,0.823,0.491,0.566
envious,-0.7066378121192849,0.11,0.754,0.341
romantic,-1.4279558696459265,0.936,0.531,0.598
character,-0.19581218835329411,0.667,0.373,0.686
zigzag,0.8338072288278641,0.417,0.606,0.288
overthrow,0.8338072288278641,0.26,0.868,0.62
optimist,-1.2456343128519718,0.875,0.539,0.787
waxed,0.14066004826791878,0.531,0.388,0.408
predilection,0.8338072288278641,0.667,0.529,0.661
mangosteen,0.8338072288278641,0.562,0.5,0.414
ready,0.4279389436792022,0.77,0.388,0.648
expression,-0.47452559082231477,0.79,0.65,0.721
grandiose,-0.5524871322920265,0.9,0.682,0.864
dozen,0.019582116714682827,0.583,0.343,0.425
thick,0.3574187467026902,0.449,0.433,0.596
peachy,-1.2456343128519718,0.755,0.479,0.388
wall,0.5458121183394056,0.417,0.25,0.509
trauma,-0.26480505984024566,0.112,0.792,0.453
schnitzel,0.14066004826791878,0.365,0.43,0.382
circumstances,-0.12349152677366812,0.562,0.527,0.464
oversee,0.14066004826791859,0.541,0.649,0.778
pinto,0.14066004826791878,0.57,0.354,0.373
imbalance,-0.957952240400191,0.115,0.538,0.264
immunity,0.14066004826791878,0.633,0.316,0.786
wis,1.2392723369360286,0.51,0.431,0.406
estrogen,-0.5524871322920265,0.58,0.5,0.425
squaw,-0.5524871322920265,0.428,0.441,0.398
unclear,-0.29220403402836004,0.229,0.463,0.202
pride,-0.05039518849479038,0.729,0.634,0.848
introduction,-0.9319767539969301,0.612,0.413,0.64
ministry,-1.4687778641661817,0.51,0.346,0.717
stimulating,-0.4471266166342003,0.74,0.804,0.809
goodday,-0.5524871322920265,0.961,0.357,0.418
stipulate,0.8338072288278641,0.57,0.546,0.623
beau,1.5269544093878094,0.612,0.44,0.432
diffusion,-0.5524871322920265,0.356,0.615,0.517
busybody,0.8338072288278641,0.255,0.634,0.472
fatten,-0.5524871322920265,0.375,0.549,0.363
army,-0.06697931651032561,0.417,0.759,0.902
flexible,-0.13303578220912227,0.719,0.46,0.465
annex,-1.6510994209601364,0.594,0.35,0.458
uplift,0.14066004826791878,0.656,0.779,0.771
curl,0.5461251563760832,0.385,0.452,0.351
anorexic,0.8338072288278641,0.16,0.618,0.245
invent,0.14066004826791878,0.719,0.689,0.833
verily,0.8338072288278641,0.713,0.351,0.585
hose,-0.11065438001298732,0.469,0.288,0.263
devotion,-0.7756306836062364,0.802,0.561,0.673
dibs,-0.5524871322920265,0.51,0.41,0.391
snare,-0.5524871322920265,0.229,0.85,0.466
discouraged,-0.02364300302335751,0.22,0.304,0.09
nasal,0.14066004826791878,0.479,0.34,0.33
present,-0.4132900021318265,0.724,0.286,0.634
hotline,0.8338072288278641,0.592,0.565,0.663
whelp,0.8338072288278641,0.344,0.458,0.31
cede,-0.5524871322920265,0.275,0.327,0.402
batter,0.22924912739916614,0.561,0.245,0.373
embarrassed,-0.04544223136594196,0.184,0.56,0.246
industry,-0.40998706968474347,0.65,0.447,0.836
imaginable,-0.09572872979631153,0.613,0.529,0.596
delta,0.8338072288278641,0.551,0.343,0.509
magma,-1.6510994209601364,0.323,0.623,0.609
halt,0.14066004826791878,0.167,0.36,0.432
upbringing,0.14066004826791878,0.677,0.49,0.6
dinghy,0.5461251563760832,0.51,0.269,0.325
lattice,0.8338072288278641,0.406,0.42,0.349
engrossed,-0.26480505984024566,0.541,0.471,0.304
frisky,-0.5524871322920265,0.7,0.632,0.525
sensual,-1.4687778641661817,0.73,0.79,0.642
impeccable,-0.7497566505218544,0.833,0.37,0.824
trinity,-0.3219634736801942,0.635,0.346,0.66
implied,-0.12170421619957233,0.327,0.53,0.481
diversify,-0.7756306836062364,0.656,0.588,0.464
echelon,-0.5524871322920265,0.49,0.404,0.425
summation,-0.5524871322920265,0.766,0.337,0.594
insulated,-0.11065438001298732,0.208,0.265,0.304
kamikaze,-3.15517681773641,0.204,0.81,0.645
billiard,-0.957952240400191,0.719,0.616,0.543
northwest,0.3519691419351256,0.604,0.345,0.451
leather,0.3638035995821284,0.51,0.324,0.341
deceiving,-0.1427023630393457,0.099,0.636,0.426
hygiene,0.250863188401533,0.781,0.287,0.537
trooper,0.14066004826791878,0.458,0.694,0.713
vanilla,-0.9000295926674864,0.706,0.216,0.284
subsequent,-0.37016557549807194,0.449,0.385,0.4
field,-0.434704096635643,0.64,0.38,0.336
temper,0.19195334265546934,0.633,0.623,0.818
township,0.6594538416830863,0.531,0.292,0.667
disguise,-0.013490631559339564,0.573,0.694,0.431
stubbornness,0.14066004826791878,0.156,0.673,0.508
spanking,0.14066004826791878,0.194,0.736,0.392
brood,0.8338072288278641,0.633,0.519,0.434
progression,-1.4687778641661817,0.74,0.562,0.8
downhill,0.172408746582499,0.292,0.573,0.279
scales,-1.1121029202274493,0.439,0.33,0.491
marshal,0.5461251563760832,0.469,0.61,0.819
peer,-0.957952240400191,0.458,0.321,0.569
wet,0.28301434465480735,0.385,0.417,0.185
office,0.25984856553303703,0.427,0.302,0.509
seething,0.14066004826791878,0.312,0.821,0.642
offender,-0.957952240400191,0.104,0.851,0.537
nutritional,0.5083848283932362,0.812,0.406,0.676
spinal,-0.26480505984024566,0.312,0.491,0.296
righteous,0.4283421207196997,0.823,0.385,0.79
sitcom,0.14066004826791878,0.562,0.537,0.407
papaya,-0.572289759588206,0.63,0.306,0.3
hamburger,0.31655071473158297,0.809,0.551,0.387
psychotic,-0.26480505984024566,0.198,0.856,0.474
dabble,-0.5524871322920265,0.55,0.53,0.491
ascertain,-0.26480505984024566,0.56,0.53,0.625
bugger,0.14066004826791878,0.312,0.627,0.474
granddaughter,-0.43915844698502343,0.823,0.445,0.389
continued,-0.017487971991959842,0.635,0.44,0.5
filth,0.5284255792766823,0.194,0.592,0.319
loudly,-0.16472160128326313,0.541,0.755,0.667
snip,-0.5524871322920265,0.417,0.327,0.268
wimp,0.14066004826791878,0.184,0.49,0.125
betray,0.8338072288278641,0.042,0.87,0.536
assassin,-0.957952240400191,0.073,0.933,0.632
deficiency,-0.26480505984024566,0.073,0.373,0.179
puddle,0.3317152850306281,0.396,0.302,0.298
snub,0.5461251563760832,0.229,0.412,0.228
smuggle,1.5269544093878094,0.194,0.775,0.57
stub,0.5461251563760832,0.396,0.32,0.367
thicken,0.8338072288278641,0.406,0.398,0.509
physician,-0.5524871322920265,0.583,0.49,0.843
priory,0.8338072288278641,0.561,0.413,0.629
racial,-0.11065438001298732,0.292,0.519,0.513
gander,-0.37016557549807194,0.51,0.41,0.353
autism,-0.08248350304629111,0.235,0.5,0.447
smelt,0.11080708511823745,0.333,0.441,0.345
definitive,0.3638035995821285,0.583,0.479,0.787
exclusion,-0.5524871322920265,0.24,0.53,0.389
chest,0.2804219906430774,0.52,0.429,0.481
luncheon,1.337712409749281,0.837,0.24,0.441
unconscious,-1.1121029202274493,0.24,0.356,0.195
exhale,-0.5524871322920265,0.542,0.49,0.411
frothy,0.8338072288278641,0.774,0.398,0.356
regretting,0.4283421207196997,0.255,0.567,0.273
puzzled,0.2051985694054899,0.204,0.5,0.272
temperature,-0.2858901783273169,0.521,0.559,0.473
shanty,-0.957952240400191,0.427,0.459,0.255
lovable,-0.26480505984024566,0.948,0.335,0.565
unconvinced,0.8338072288278641,0.409,0.458,0.228
alternative,-0.030488207927910564,0.628,0.373,0.631
particular,-0.1442890353277933,0.562,0.402,0.552
whitefish,-1.8334209777540909,0.492,0.327,0.333
toenail,1.3934230167632868,0.53,0.38,0.306
midget,0.5461251563760832,0.396,0.295,0.254
softly,-1.1121029202274493,0.517,0.206,0.304
dominate,0.29481072809517705,0.439,0.814,0.953
servitude,0.8338072288278641,0.25,0.49,0.25
conservative,-0.33891303199396744,0.615,0.316,0.788
embossed,0.8338072288278641,0.531,0.481,0.5
behold,0.3330319409153749,0.61,0.284,0.449
escalator,-0.957952240400191,0.5,0.53,0.518
jacks,-0.4471266166342003,0.49,0.4,0.505
gelatin,1.6222645891921343,0.562,0.402,0.361
stars,0.07353767779396403,0.796,0.521,0.484
grinding,-0.14702202418386207,0.415,0.45,0.461
gent,0.4283421207196997,0.573,0.494,0.464
prep,-0.1761786084753178,0.688,0.509,0.555
sabotage,0.6514856720339094,0.135,0.906,0.5
spoils,-0.041661508526035916,0.388,0.76,0.481
belly,-0.34949409486647715,0.51,0.388,0.387
specification,0.4283421207196997,0.552,0.479,0.602
yard,0.09983805374766376,0.468,0.176,0.349
manageable,-0.09114156578940556,0.75,0.361,0.655
promo,-0.6065543535623023,0.602,0.551,0.614
sneezing,0.7596992566741422,0.434,0.57,0.345
pajamas,0.3638035995821285,0.719,0.17,0.264
oddball,0.8338072288278641,0.316,0.36,0.357
coalition,0.8338072288278641,0.49,0.73,0.673
doorman,-1.6510994209601364,0.57,0.371,0.491
completed,0.05364867127828904,0.823,0.357,0.777
hurricanes,0.5461251563760832,0.286,0.898,0.784
summit,-0.621480003778978,0.625,0.618,0.764
speck,0.246020563925745,0.418,0.245,0.343
receptive,-0.08248350304629111,0.729,0.519,0.639
bowel,-0.013490631559339564,0.306,0.417,0.391
refreshing,-0.7801402741122114,0.936,0.52,0.571
wither,0.14066004826791878,0.15,0.42,0.259
reclining,0.8338072288278641,0.448,0.312,0.317
skating,-0.3293435809778168,0.745,0.673,0.435
widely,0.3638035995821285,0.698,0.453,0.725
newspaper,1.319315044609565,0.602,0.283,0.444
recoup,1.5269544093878094,0.719,0.422,0.575
foreword,-0.5524871322920265,0.59,0.314,0.551
prefect,0.2632623703602511,0.698,0.451,0.809
passport,-0.041661508526035916,0.653,0.457,0.682
rousing,0.8338072288278641,0.714,0.517,0.692
tot,-1.1121029202274493,0.602,0.431,0.311
resolve,0.032446463627686065,0.71,0.472,0.75
christ,0.20128467008435358,0.781,0.51,0.75
administrative,-0.37016557549807194,0.542,0.415,0.579
computerized,-0.5524871322920265,0.677,0.45,0.657
steady,-0.037021128969533634,0.68,0.186,0.763
contingent,-0.957952240400191,0.47,0.531,0.659
hunger,0.19472726953819441,0.083,0.554,0.328
crunchy,-0.09438937637408464,0.625,0.56,0.539
valentine,-1.2117327611762905,0.888,0.615,0.51
pleasure,-0.2812663368943178,0.939,0.74,0.682
superior,-0.2505627031247026,0.801,0.697,0.94
plumbing,-0.39833645246476823,0.469,0.427,0.441
devastating,0.7002758362033417,0.104,0.856,0.419
coverage,0.4283421207196997,0.767,0.413,0.629
afflicted,0.8338072288278641,0.271,0.5,0.167
controller,-0.5524871322920265,0.469,0.712,0.868
procurement,-0.5524871322920265,0.781,0.559,0.759
seawater,-0.5524871322920265,0.76,0.197,0.491
smiley,-0.30736467425904146,0.865,0.47,0.571
villa,0.9673386214523867,0.698,0.29,0.345
dismantle,0.14066004826791878,0.347,0.644,0.462
croc,0.8338072288278641,0.327,0.452,0.451
exact,0.1592134561636664,0.719,0.354,0.685
enthusiast,-1.0593047346604783,0.867,0.81,0.875
loaf,-0.5524871322920265,0.755,0.25,0.277
gain,-0.007759956850354496,0.917,0.64,0.822
disclose,-0.08248350304629098,0.49,0.57,0.545
heritage,-0.041661508526035916,0.842,0.512,0.815
robin,-0.8401692047438074,0.552,0.363,0.393
donor,-0.5524871322920265,0.714,0.49,0.653
elevator,-0.5314337230941941,0.562,0.604,0.676
quartz,-0.5524871322920265,0.704,0.292,0.481
latch,0.14066004826791878,0.395,0.263,0.288
bran,0.5461251563760832,0.688,0.433,0.483
genuine,-0.09733860403721503,0.875,0.45,0.685
limit,-0.7635927050467572,0.427,0.453,0.5
accompany,-0.7547239987869226,0.833,0.406,0.585
pinkie,0.14066004826791878,0.663,0.265,0.269
op,0.3919744765488248,0.48,0.402,0.349
youngster,1.2392723369360286,0.796,0.557,0.661
salesgirl,0.8338072288278641,0.582,0.49,0.605
antisocial,-0.14702202418386207,0.146,0.686,0.391
lesson,0.38400630689964804,0.704,0.577,0.593
honorable,0.015496905313912634,0.963,0.412,0.83
eat,0.025978105562160732,0.731,0.5,0.464
consummate,-1.4687778641661817,0.551,0.54,0.558
customized,0.014366322943626582,0.625,0.504,0.59
amen,0.5461251563760832,0.781,0.182,0.542
cardinal,-1.1121029202274493,0.583,0.358,0.712
unaffected,-0.26480505984024566,0.542,0.265,0.571
quirky,-0.9579522404001908,0.708,0.373,0.564
muse,-0.957952240400191,0.76,0.36,0.509
atmospheric,-0.7756306836062363,0.531,0.42,0.594
cutting,-0.07267950294967024,0.448,0.375,0.536
confront,0.08659282699764301,0.281,0.76,0.746
sponsor,2.086570197323232,0.729,0.537,0.8
coastal,-0.8401692047438074,0.604,0.37,0.51
stink,0.5133353335530924,0.042,0.481,0.18
aide,1.5269544093878094,0.724,0.342,0.434
stereo,0.3638035995821285,0.617,0.519,0.5
idol,0.14066004826791878,0.684,0.805,0.853
subjection,-0.5524871322920265,0.354,0.408,0.539
guilt,0.14066004826791878,0.208,0.567,0.206
judgmental,-0.7466431467329842,0.33,0.602,0.579
struggle,-0.30007319867770343,0.365,0.82,0.741
yogurt,-0.3806368753653673,0.66,0.269,0.24
automated,-1.0167927404231243,0.578,0.402,0.632
flue,-0.957952240400191,0.354,0.688,0.451
sexuality,-0.5524871322920265,0.67,0.898,0.657
brooding,-0.5524871322920265,0.327,0.367,0.333
demonstrated,-0.6702701679484099,0.617,0.5,0.649
spell,0.14066004826791878,0.385,0.38,0.368
unforgettable,-0.9128741860821993,0.833,0.561,0.66
construct,-1.4687778641661817,0.75,0.648,0.792
joker,-0.37016557549807194,0.771,0.76,0.416
bond,-1.2456343128519718,0.667,0.519,0.63
saxophone,-0.26480505984024566,0.688,0.444,0.482
enigma,-0.5524871322920265,0.513,0.7,0.5
fluke,-0.30803379439106565,0.446,0.45,0.432
earthy,-0.06906048271415031,0.375,0.413,0.404
unorthodox,-0.14702202418386207,0.34,0.48,0.441
contingency,-0.5524871322920265,0.396,0.5,0.67
advertise,0.2817386465278245,0.5,0.529,0.58
skyscraper,0.8338072288278641,0.622,0.696,0.798
improper,-0.41895573966750393,0.229,0.52,0.259
velvet,0.6907063851871907,0.663,0.226,0.304
spoken,0.2572969519936797,0.551,0.363,0.545
weep,-0.5524871322920265,0.053,0.621,0.164
reserved,-0.957952240400191,0.594,0.316,0.583
vindicate,0.14066004826791878,0.656,0.596,0.767
superstitious,-0.5524871322920265,0.281,0.545,0.514
anaconda,-1.9387814934119172,0.146,0.83,0.54
counterbalance,-0.957952240400191,0.52,0.48,0.627
deer,-0.7283777987556908,0.583,0.375,0.292
outraged,1.1522609599463987,0.156,0.696,0.538
novice,-2.5449172969822325,0.429,0.346,0.18
arbor,-0.26480505984024566,0.583,0.49,0.591
plywood,-1.2456343128519718,0.561,0.245,0.38
deluge,-0.5524871322920265,0.245,0.714,0.612
pianist,0.5461251563760832,0.806,0.491,0.573
rummage,1.5269544093878094,0.243,0.615,0.289
recreation,-0.26480505984024566,0.909,0.632,0.66
chemical,1.0425620426899742,0.337,0.56,0.508
filter,0.14066004826791859,0.44,0.296,0.26
flush,0.3638035995821285,0.408,0.755,0.589
fret,0.5461251563760832,0.289,0.46,0.231
proximal,0.8338072288278641,0.541,0.46,0.562
screwy,0.8338072288278641,0.344,0.596,0.45
lawn,0.29481072809517705,0.686,0.153,0.192
mir,0.8338072288278641,0.417,0.339,0.355
indispensable,1.5269544093878094,0.71,0.449,0.802
stabbed,-0.37016557549807194,0.031,0.875,0.431
scattering,0.14066004826791878,0.347,0.55,0.394
doorway,0.29481072809517705,0.573,0.304,0.496
toughness,0.6106636775136542,0.552,0.618,0.837
smooch,-0.5524871322920265,0.796,0.731,0.491
cherishing,-0.5524871322920265,0.836,0.38,0.625
contemplation,-0.5524871322920265,0.552,0.324,0.627
hairdo,0.14066004826791878,0.552,0.32,0.435
sparkling,-0.8843896732231743,0.7,0.418,0.598
swastika,-0.26480505984024566,0.316,0.472,0.491
ailment,0.8338072288278641,0.146,0.734,0.277
upgrade,-0.12674483174471132,0.786,0.5,0.67
suit,-0.13377679743384152,0.776,0.282,0.482
unsafe,0.7204785435208609,0.115,0.562,0.147
dreading,-1.4687778641661817,0.125,0.76,0.377
bloke,1.2392723369360286,0.45,0.479,0.545
sharpen,0.14066004826791878,0.582,0.694,0.611
guts,0.2632623703602511,0.592,0.649,0.582
transaction,0.5742960333427795,0.65,0.577,0.579
outfit,0.03529953261009242,0.76,0.49,0.566
poetry,-1.2456343128519718,0.697,0.235,0.629
trail,0.06061734059438238,0.6,0.322,0.455
inverted,0.14066004826791878,0.31,0.471,0.357
likelihood,-1.2456343128519718,0.76,0.469,0.542
drain,1.0533077888635727,0.277,0.47,0.222
partially,0.2906001955588336,0.418,0.368,0.396
surveying,1.932419517495974,0.488,0.455,0.682
slightly,-0.19289247824995948,0.47,0.274,0.255
tilting,0.5461251563760832,0.459,0.384,0.34
percentile,0.8338072288278641,0.479,0.41,0.39
retailer,1.5269544093878094,0.708,0.439,0.595
vibrate,0.8338072288278641,0.5,0.698,0.604
muscular,-0.5524871322920265,0.531,0.434,0.577
limb,-0.31132507547513844,0.51,0.397,0.427
blasphemous,-0.957952240400191,0.21,0.755,0.491
folder,-0.4654757553023967,0.49,0.279,0.375
dung,-0.957952240400191,0.104,0.549,0.149
audacity,0.08530995318475375,0.76,0.755,0.916
divulge,1.5269544093878094,0.531,0.718,0.467
babe,-0.3011727040111205,0.86,0.536,0.424
turf,-2.9038623894555045,0.531,0.192,0.295
waistline,-0.5524871322920265,0.56,0.417,0.32
yearn,-0.26480505984024566,0.592,0.491,0.491
craps,0.8338072288278641,0.375,0.42,0.273
ascend,-1.2456343128519718,0.83,0.62,0.812
pipeline,-0.5524871322920265,0.479,0.337,0.411
lubricate,-0.5524871322920265,0.552,0.49,0.47
port,0.5236523005240246,0.55,0.409,0.513
kook,-0.5524871322920265,0.417,0.471,0.398
diplomat,-0.5524871322920265,0.563,0.262,0.868
slouch,0.8338072288278641,0.365,0.45,0.328
disparaging,-0.26480505984024566,0.102,0.626,0.411
liquidity,2.337884625604138,0.688,0.529,0.534
evil,0.08509019711310796,0.04,0.827,0.545
phew,0.6514856720339094,0.531,0.429,0.302
brad,-0.8401692047438074,0.49,0.385,0.402
pause,0.03529953261009242,0.429,0.188,0.264
used,0.2887519394912706,0.354,0.306,0.287
surreal,-0.26480505984024566,0.55,0.529,0.67
peanuts,1.9148237556055943,0.542,0.294,0.324
neurological,0.8338072288278641,0.5,0.54,0.558
oily,1.0739036797470223,0.276,0.533,0.385
burner,-0.6394985092816563,0.296,0.816,0.446
crazy,-0.25665988337584417,0.156,0.843,0.321
insulin,-0.5524871322920265,0.429,0.472,0.375
supervision,-0.2160148956708137,0.459,0.578,0.825
mimicry,-0.5524871322920265,0.42,0.337,0.472
probing,0.8338072288278641,0.385,0.47,0.463
mandolin,0.8338072288278641,0.708,0.433,0.367
genie,-0.957952240400191,0.76,0.6,0.908
boardwalk,-0.34484776751378204,0.643,0.481,0.549
circle,-0.22558434668696434,0.48,0.29,0.343
grim,1.932419517495974,0.31,0.483,0.298
hairy,0.3638035995821285,0.542,0.38,0.343
bewildered,0.14066004826791859,0.23,0.63,0.3
womb,1.5269544093878094,0.375,0.385,0.591
dripping,0.13018874840062336,0.302,0.257,0.267
howl,-0.5524871322920265,0.357,0.646,0.407
turquoise,-0.957952240400191,0.786,0.226,0.357
discount,-0.1976459296984359,0.724,0.53,0.302
sturgeon,-0.5524871322920265,0.417,0.473,0.465
prune,0.8338072288278641,0.531,0.311,0.382
provoked,0.4283421207196997,0.271,0.676,0.528
barring,-0.37016557549807194,0.292,0.67,0.42
shabby,0.34133074373007,0.235,0.519,0.259
magnificent,-0.8253541189586671,1.0,0.68,0.886
appreciate,-0.1097926824155063,0.885,0.422,0.741
icon,0.8338072288278641,0.549,0.349,0.415
azure,-1.9994061152283522,0.62,0.256,0.339
recourse,0.32298160506187334,0.402,0.337,0.598
propaganda,0.8338072288278641,0.521,0.651,0.618
productivity,-1.2456343128519718,0.958,0.691,0.857
quotation,-1.2456343128519718,0.796,0.59,0.461
continually,-0.06697931651032585,0.646,0.438,0.698
precision,-1.5741383798240078,0.677,0.431,0.875
dak,-1.4687778641661817,0.51,0.417,0.424
dash,0.6355172688551783,0.574,0.312,0.324
dunce,0.8338072288278641,0.188,0.327,0.146
mend,1.0569507801420739,0.542,0.436,0.602
sarcastic,0.07166717678096723,0.397,0.781,0.298
settled,-0.6131117541084613,0.521,0.51,0.473
kingdom,-1.0379949480737274,0.714,0.547,0.91
thx,0.31655071473158297,0.562,0.425,0.461
ghostly,-0.5524871322920265,0.26,0.764,0.43
liter,1.9759046294357125,0.573,0.208,0.382
coordinator,0.14066004826791878,0.75,0.51,0.85
nightclub,-0.5524871322920265,0.802,0.894,0.528
mustard,1.5464599040120661,0.5,0.346,0.275
bur,0.3919744765488248,0.385,0.353,0.314
lamp,0.9044247960418174,0.51,0.26,0.309
fact,-0.03447428385993049,0.683,0.333,0.618
felony,0.14066004826791878,0.206,0.808,0.472
vivid,-0.5524871322920265,0.698,0.627,0.667
platonic,0.8338072288278641,0.49,0.461,0.469
fandango,-0.5524871322920265,0.49,0.591,0.429
upload,0.2584430839243023,0.638,0.683,0.696
vulgar,-0.31132507547513844,0.083,0.82,0.445
mummy,-1.7311421286336728,0.4,0.588,0.415
inherit,-0.5524871322920265,0.745,0.546,0.694
burnout,-0.5524871322920265,0.219,0.445,0.24
luck,0.3827445292808271,0.854,0.49,0.717
persevere,-0.5524871322920265,0.802,0.583,0.937
stressed,-0.4412614971818022,0.167,0.74,0.502
commerce,-0.37016557549807194,0.646,0.5,0.788
broadcast,-0.26480505984024566,0.615,0.587,0.355
squadron,-0.5524871322920265,0.469,0.686,0.787
put,-0.04227874486998975,0.52,0.398,0.51
unjustified,0.14066004826791878,0.288,0.541,0.314
deployment,-0.5524871322920265,0.51,0.52,0.612
reinstate,0.8338072288278641,0.76,0.551,0.596
resilience,1.2392723369360286,0.531,0.44,0.667
venture,-0.10717611563666254,0.893,0.81,0.644
altercation,0.14066004826791859,0.17,0.806,0.5
fat,0.38476723814387553,0.198,0.353,0.237
sharing,-0.020022333422554706,0.827,0.462,0.545
novelty,-1.286456307372227,0.673,0.521,0.74
simplify,-0.14702202418386207,0.565,0.347,0.602
purchaser,1.2392723369360286,0.51,0.549,0.673
toot,0.8338072288278641,0.5,0.481,0.373
spotter,-0.5524871322920265,0.542,0.491,0.644
metime,-0.5524871322920265,0.531,0.398,0.417
imperfect,1.2392723369360286,0.173,0.527,0.202
fantastic,-0.5066344506825665,0.969,0.696,0.831
praise,-0.2946580229899267,0.776,0.387,0.658
pleasant,-0.12036906376485193,0.939,0.31,0.673
mingled,1.2392723369360286,0.521,0.392,0.357
glazed,0.47713228488913173,0.622,0.41,0.491
solar,-0.7756306836062364,0.622,0.452,0.645
assistant,-0.3755564241329483,0.625,0.39,0.536
envy,-0.8401692047438074,0.24,0.704,0.427
sou,0.14066004826791878,0.48,0.39,0.412
rash,0.14066004826791859,0.219,0.82,0.491
fanciful,-0.957952240400191,0.677,0.592,0.342
